time,Adresse,I1,U_DC,P_DC,T1,T2,I_SUM,weather_GHI,weather_DNI,weather_DHI,weather_Air_Temp,weather_RH,weather_Pressure,weather_Wind_speed,weather_wind_dir,weather_wind_gust,weather_Rain,weather_dayofyear,weather_Dangle,weather_Alpha,weather_GTI
2024-09-01 01:40,122,0,0.86,0,19.045,0,0,0,0,0,20.017,89.81,959.774,4.248,16.002,4.814,0,245,7.342,65.342,0
2024-09-01 01:50,122,0,0.86,0,19.018,0,0,0,0,0,20.01,89.88,959.605,3.843,11.986,4.514,0,245,7.342,65.342,0
2024-09-01 02:00,122,0,0.86,0,19.023,0,0,0,0,0,19.987,90.01,959.39,4.132,6.066,4.769,0,245,7.342,65.342,0
2024-09-01 02:10,122,0,0.899,0,19.059,0,0,0,0,0,19.976,90.13,959.284,3.713,144.419,4.339,0,245,7.342,65.342,0
2024-09-01 02:20,122,0,0.864,0,19.141,0,0,0,0,0,19.971,90.14,959.154,4.214,71.998,4.864,0,245,7.342,65.342,0
2024-09-01 02:30,122,0,0.922,0,19.126,0,0,0,0,0,19.983,90.29,959.137,3.992,215.206,4.794,0,245,7.342,65.342,0
2024-09-01 02:40,122,0,1.015,0,19.099,0,0,0,0,0,19.986,90.3,958.974,3.835,76.386,4.634,0,245,7.342,65.342,0
2024-09-01 02:50,122,0,1.15,0,19.095,0,0,0,0,0,19.962,90.3,958.983,4.314,282.797,5.039,0,245,7.342,65.342,0
2024-09-01 03:00,122,0,0.949,0,19.04,0,0,0,0,0,19.921,90.3,958.955,4.159,215.723,4.949,0,245,7.342,65.342,0
2024-09-01 03:10,122,0,1.176,0,18.988,0,0,0,0,0,19.928,90.36,958.961,3.789,349.54,4.479,0,245,7.342,65.342,0
2024-09-01 03:20,122,0,1.323,0,19.282,0,0,0,0,0,19.971,90.38,958.932,4.153,319.103,4.669,0,245,7.342,65.342,0
2024-09-01 03:30,122,0,1.44,0,19.436,0,0,0,0,0,19.986,90.3,959.041,3.584,213.678,4.159,0,245,7.342,65.342,0
2024-09-01 03:40,122,0,1.483,0,19.716,0,0,0,0,0,20.05,90.02,959.029,3.955,280.911,4.584,0,245,7.342,65.342,0
2024-09-01 03:50,122,0,1.391,0,19.639,0,0,0,0,0,20.047,89.71,959.101,4.002,248.917,4.579,0,245,7.342,65.342,0
2024-09-01 04:00,122,0,1.44,0,19.814,0,0,0,0,0,20.068,89.41,958.904,3.939,8.041,4.584,0,245,7.342,65.342,0
2024-09-01 04:10,122,0,1.186,0,19.736,0,0,0,0,0,20.073,89.12,958.832,3.702,145.65,4.399,0,245,7.342,65.342,0
2024-09-01 04:20,122,0,1.247,0,19.786,0,0,0,0,0,20.088,88.95,958.825,3.323,144.886,3.924,0,245,7.342,65.342,0
2024-09-01 04:30,122,0,1.502,0,19.942,0,0,0,0,0,20.151,88.81,958.928,3.106,113.722,3.809,0,245,7.342,65.342,0
2024-09-01 04:40,122,0,1.756,0,20.151,0,0,0,0,0,20.199,88.65,958.917,2.78,7.068,3.199,0,245,7.342,65.342,0
2024-09-01 04:50,122,0,1.692,0,20.235,0,0,0,0,0,20.271,88.17,958.894,3.042,16.089,3.644,0,245,7.342,65.342,0
2024-09-01 05:00,122,0,1.282,0,19.872,0,0,0,0,0,20.244,87.81,958.883,2.95,21.577,3.529,0,245,7.342,65.342,0
2024-09-01 05:10,122,0,1.253,0,19.868,0,0,0,0,0,20.255,87.86,958.91,2.865,13.482,3.379,0,245,7.342,65.342,0
2024-09-01 05:20,122,0,1.234,0,19.887,0,0,0,0,0,20.279,87.84,958.882,2.959,78.971,3.599,0,245,7.342,65.342,0
2024-09-01 05:30,122,0,1.153,0,19.757,0,0,0,0,0,20.288,88.03,958.92,2.993,77.222,3.529,0,245,7.342,65.342,0
2024-09-01 05:40,122,0,1.462,0,19.968,0,0,0,0,0,20.331,88.17,959.065,3.042,41.869,3.694,0,245,7.342,65.342,0
2024-09-01 05:50,122,0,1.768,0,20.285,0,0,0,0,0,20.414,88.08,959.089,3.558,351.43,4.049,0,245,7.342,65.342,0
2024-09-01 06:00,122,0,2.034,0,20.45,0,0,0,0,0,20.377,87.97,959.206,3.273,179.396,3.904,0,245,7.342,65.342,0
2024-09-01 06:10,122,0,2.26,0,20.536,0,0,0,0,0,20.361,87.74,959.304,3.357,313.953,3.889,0,245,7.342,65.342,0
2024-09-01 06:20,122,0,2.829,0,20.56,0,0,0,0,0,20.32,87.52,959.442,2.829,346,3.264,0,245,7.342,65.342,0
2024-09-01 06:30,122,0,6.82,0,20.535,0,0,0,0,0,20.29,87.46,959.483,3.094,349.2,3.759,0,245,7.342,65.342,0
2024-09-01 06:40,122,0,26.632,0,20.436,0,0,0,0,0,20.16,87.8,959.548,3.532,351.05,4.104,0,245,7.342,65.342,0
2024-09-01 06:50,122,0,31.387,0,20.369,0,0,0,0,0,20.056,88.13,959.656,3.834,349.05,4.404,0,245,7.342,65.342,0
2024-09-01 07:00,122,0.008,38.134,0.363,20.37,0,0.008,0,0,0,20.004,88.26,959.687,3.268,350.04,3.754,0,245,7.342,65.342,0
2024-09-01 07:10,122,0.034,149.066,5.089,20.382,0,0.034,1.561,0,1.382,19.952,88.1,959.705,3.447,348.34,4.094,0,245,7.342,65.342,1.704
2024-09-01 07:20,122,0.08,205.132,15.992,20.481,0,0.08,7.133,0,7.178,19.976,88,959.658,3.667,351.49,4.199,0,245,7.342,65.342,7.785
2024-09-01 07:30,122,0.123,207.26,25.418,20.566,0,0.123,13.189,0,13.182,19.965,87.9,959.727,3.475,212.299,4.119,0,245,7.342,65.342,14.393
2024-09-01 07:40,122,0.169,210.26,35.402,20.747,0,0.169,18.903,0.038,18.892,20.04,87.6,959.801,3.613,283.589,4.244,0,245,7.342,65.342,20.629
2024-09-01 07:50,122,0.263,214.337,56.412,21.028,0,0.263,31.168,0.007,30.967,20.105,87.23,959.875,3.728,349.46,4.279,0,245,7.342,65.342,34.014
2024-09-01 08:00,122,0.341,218.175,73.913,21.384,0,0.341,42.716,0,42.438,20.156,86.97,959.988,3.286,341.55,4.079,0,245,7.342,65.342,46.616
2024-09-01 08:10,122,0.476,222.035,106.138,21.815,0,0.476,59.83,0.065,59.353,20.306,86.47,960.103,2.932,353.3,3.839,0,245,7.342,65.342,65.293
2024-09-01 08:20,122,0.509,222.279,112.983,22.229,0,0.509,66.797,0.01,66.357,20.475,85.73,960.262,3.312,346.05,3.809,0,245,7.342,65.342,72.896
2024-09-01 08:30,122,0.617,223.91,138.246,22.344,0,0.617,77.789,0.01,77.737,20.433,85.66,960.39,3.905,345.26,4.669,0,245,7.342,65.342,84.892
2024-09-01 08:40,122,0.818,226.258,184.922,22.768,0,0.818,104.211,0.059,104.247,20.461,85.82,960.435,3.7,345.84,4.229,0,245,7.342,65.342,113.727
2024-09-01 08:50,122,0.938,226.88,212.95,23.314,0,0.938,122.292,0.365,122.265,20.56,85.52,960.549,3.682,351.38,4.184,0,245,7.342,65.342,133.458
2024-09-01 09:00,122,1.018,227.928,232.054,23.759,0,1.018,132.421,0.365,132.514,20.668,84.98,960.612,3.465,345.71,4.149,0,245,7.342,65.342,144.512
2024-09-01 09:10,122,1.288,229.417,295.468,24.406,0,1.288,167.209,0.506,167.309,20.857,84.34,960.641,3.194,211.756,3.889,0,245,7.342,65.342,182.476
2024-09-01 09:20,122,1.559,229.765,358.285,25.295,0,1.559,197.222,0.899,197.401,21.13,83.3,960.706,3.004,244.261,3.559,0,245,7.342,65.342,215.231
2024-09-01 09:30,122,2.032,230.747,468.914,26.882,0,2.032,260.274,1.229,260.988,21.416,82.12,960.675,3.073,312.223,3.499,0,245,7.342,65.342,284.039
2024-09-01 09:40,122,2.724,231.849,631.558,28.391,0,2.724,332.021,18.764,322.835,21.706,81.04,960.635,3.309,316.766,3.799,0,245,7.342,65.342,362.337
2024-09-01 09:50,122,3.976,232.281,924.658,31.485,0,3.976,440.532,136.931,362.732,22.355,78.277,960.653,3.028,180.136,3.554,0,245,7.342,65.342,480.757
2024-09-01 10:00,122,4.008,229.383,920.503,34.587,0,4.008,454.181,101.349,395.603,22.896,76.423,960.782,2.675,179.655,3.204,0,245,7.342,65.342,495.651
2024-09-01 10:10,122,4.419,230.894,1021.447,35.047,0,4.419,487.055,193.921,366.27,23.239,74.664,960.856,3.294,276.439,3.909,0,245,7.342,65.342,531.528
2024-09-01 10:20,122,5.562,229.251,1275.329,37.043,0,5.562,608.352,446.479,314.414,23.375,74.048,960.875,3.328,349.06,3.874,0,245,7.342,65.342,663.9
2024-09-01 10:30,122,6.14,227.419,1396.144,38.69,0,6.14,645.926,587.301,243.01,23.507,73.666,960.934,3.352,238.32,4.139,0,245,7.342,65.342,704.905
2024-09-01 10:40,122,6.367,225.856,1438.552,41.03,0,6.367,680.358,651.862,217.842,24.399,69.983,961.016,2.283,52.609,2.829,0,245,7.342,65.342,742.481
2024-09-01 10:50,122,6.604,225.173,1487.076,42.166,0,6.604,707.709,672.207,215.479,24.645,68.933,961.036,2.88,145.2,3.524,0,245,7.342,65.342,772.329
2024-09-01 11:00,122,6.912,224.071,1549.064,43.013,0,6.912,729.025,678.668,216.89,24.66,68.508,961.13,3.28,342.1,3.914,0,245,7.342,65.342,795.591
2024-09-01 11:10,122,7.125,223.955,1596.371,44.494,0,7.125,753.495,697.93,212.134,25.204,66.43,961.125,2.905,209.625,3.429,0,245,7.342,65.342,822.296
2024-09-01 11:20,122,7.42,221.808,1646.403,46.12,0,7.42,779.69,715.948,209.878,25.592,64.993,961.011,2.744,240.186,3.379,0,245,7.342,65.342,850.883
2024-09-01 11:30,122,7.636,221.79,1694.539,48.041,0,7.636,806.896,744.766,200.702,26.021,63.352,960.918,2.324,261.63,3.164,0,245,7.342,65.342,880.573
2024-09-01 11:40,122,7.826,220.311,1723.886,49.303,0,7.826,822.389,758.8,191.981,26.442,61.072,960.919,1.817,117.197,2.477,0,245,7.342,65.342,897.481
2024-09-01 11:50,122,8.016,219.3,1758.122,49.235,0,8.016,837.255,757.542,197.285,26.846,60.231,960.881,2.778,210.806,3.449,0,245,7.342,65.342,913.704
2024-09-01 12:00,122,8.207,219.547,1801.602,48.714,0,8.207,856.049,779.89,186.563,27.079,59.35,960.734,3.365,277.403,4.084,0,245,7.342,65.342,934.214
2024-09-01 12:10,122,8.318,219.695,1827.158,49.853,0,8.318,867.404,784.63,184.244,27.108,58.871,960.595,3.348,267.029,4.119,0,245,7.342,65.342,946.606
2024-09-01 12:20,122,8.457,218.856,1851.182,50.152,0,8.457,884.089,800.373,178.724,27.17,58.516,960.492,3.656,304.682,4.369,0,245,7.342,65.342,964.814
2024-09-01 12:30,122,8.544,218.594,1867.652,51.009,0,8.544,892.486,800.666,179.537,27.501,57.57,960.418,2.747,331.21,3.689,0,245,7.342,65.342,973.978
2024-09-01 12:40,122,8.642,217.15,1876.445,52.288,0,8.642,901.835,805.412,178.752,27.835,56.345,960.403,2.995,209.037,3.584,0,245,7.342,65.342,984.181
2024-09-01 12:50,122,8.661,219.241,1898.972,51.058,0,8.661,910.883,816.768,173.02,28.274,54.392,960.352,3.77,47.62,4.754,0,245,7.342,65.342,994.055
2024-09-01 13:00,122,8.682,219.128,1902.183,50.549,0,8.682,915.281,823.354,167.67,28.407,53.562,960.296,3.64,150.711,4.404,0,245,7.342,65.342,998.855
2024-09-01 13:10,122,8.765,216.669,1898.837,52.383,0,8.765,917.965,830.63,161.179,29.072,51.634,960.183,2.728,154.874,3.699,0,245,7.342,65.342,1001.784
2024-09-01 13:20,122,8.73,218.172,1904.246,51.306,0,8.73,919.429,837.693,155.662,29.23,50.504,960.054,3.758,215.021,4.519,0,245,7.342,65.342,1003.381
2024-09-01 13:30,122,8.725,216.308,1887.689,52.201,0,8.725,917.709,831.745,159.734,29.883,48.402,960,3.383,173.617,4.379,0,245,7.342,65.342,1001.504
2024-09-01 13:40,122,8.691,216.656,1882.52,51.945,0,8.691,915.822,828.111,162.61,29.942,47.217,959.859,3.924,308.902,4.734,0,245,7.342,65.342,999.445
2024-09-01 13:50,122,8.616,216.014,1861.124,53.486,0,8.616,908.762,822.877,163.304,30.4,45.131,959.802,2.905,118.231,3.699,0,245,7.342,65.342,991.74
2024-09-01 14:00,122,8.517,215.802,1838.117,53.551,0,8.517,902.329,822.358,161.376,30.547,43.806,959.718,3.292,240.735,3.949,0,245,7.342,65.342,984.72
2024-09-01 14:10,122,8.432,216.83,1827.97,52.406,0,8.432,897.47,827.938,157.179,30.84,42.395,959.614,3.733,249.455,4.699,0,245,7.342,65.342,979.417
2024-09-01 14:20,122,8.281,218.785,1811.662,51.171,0,8.281,889.228,828.766,154.649,30.9,42.083,959.578,4.186,276.366,5.259,0,245,7.342,65.342,970.423
2024-09-01 14:30,122,8.172,217.857,1780.628,51.768,0,8.172,878.444,826.164,153.402,30.863,41.712,959.483,3.752,301.644,4.499,0,245,7.342,65.342,958.654
2024-09-01 14:40,122,8.052,216.082,1739.999,52.709,0,8.052,864.008,820.994,152.985,31.152,40.666,959.445,3.085,114.361,3.984,0,245,7.342,65.342,942.9
2024-09-01 14:50,122,7.828,217.776,1704.42,52.483,0,7.828,850.644,818.726,151.802,31.501,39.981,959.324,3.754,142.319,4.404,0,245,7.342,65.342,928.316
2024-09-01 15:00,122,7.602,218.439,1660.552,52.861,0,7.602,832.224,810.921,151.02,31.413,40.332,959.218,3.112,302.508,3.849,0,245,7.342,65.342,908.214
2024-09-01 15:10,122,7.415,217.954,1616.323,52.034,0,7.415,813.938,806.769,149.22,31.609,39.797,959.126,3.214,174.731,4.404,0,245,7.342,65.342,888.258
2024-09-01 15:20,122,7.206,218.365,1573.11,51.018,0,7.206,795.102,801.588,148.426,32.1,38.579,959.131,3.16,211.615,3.939,0,245,7.342,65.342,867.702
2024-09-01 15:30,122,6.954,218.156,1516.881,50.521,0,6.954,770.686,788.23,149.729,32.17,38.405,959.117,3.559,83.205,4.254,0,245,7.342,65.342,841.057
2024-09-01 15:40,122,6.645,219.339,1457.223,50.187,0,6.645,744.999,773.613,151.284,32.245,38.43,959.061,3.415,154.473,4.149,0,245,7.342,65.342,813.024
2024-09-01 15:50,122,6.371,219.514,1399.959,49.568,0,6.371,720.742,767.747,147.746,32.038,38.961,959.012,3.647,270.3,4.399,0,245,7.342,65.342,786.552
2024-09-01 16:00,122,6.093,220.404,1343.093,48.242,0,6.093,695.291,761.827,143.95,31.896,39.495,958.962,3.918,335.33,4.704,0,245,7.342,65.342,758.778
2024-09-01 16:10,122,5.793,220.479,1277.327,48.31,0,5.793,668.637,756.266,139.539,32.2,38.739,958.958,3.274,324.11,4.204,0,245,7.342,65.342,729.69
2024-09-01 16:20,122,5.441,222.197,1209.093,46.513,0,5.441,638.377,744.27,136.558,32.022,38.963,958.943,3.848,342.53,4.709,0,245,7.342,65.342,696.667
2024-09-01 16:30,122,5.115,222.81,1139.98,45.724,0,5.115,609.66,737.02,131.922,31.993,38.775,958.862,3.96,332.9,4.869,0,245,7.342,65.342,665.327
2024-09-01 16:40,122,4.804,222.426,1068.51,44.79,0,4.804,579.512,729.612,126.723,31.818,38.807,958.738,3.954,334.05,4.974,0,245,7.342,65.342,632.427
2024-09-01 16:50,122,4.419,224.111,990.059,43.743,0,4.419,547.291,712.876,124.891,31.711,38.967,958.763,4.314,329.27,5.194,0,245,7.342,65.342,597.263
2024-09-01 17:00,122,4.047,224.892,910.063,42.998,0,4.047,513.539,692.16,123.659,31.561,39.33,958.642,3.83,336.66,4.694,0,245,7.342,65.342,560.43
2024-09-01 17:10,122,3.686,224.729,828.294,43.258,0,3.686,478.325,668.854,121.599,31.568,39.547,958.616,3.139,319.9,3.779,0,245,7.342,65.342,522.001
2024-09-01 17:20,122,3.315,224.379,743.562,41.151,0,3.315,441.752,642.654,119.256,31.659,39.359,958.631,4.19,342.82,5.179,0,245,7.342,65.342,482.088
2024-09-01 17:30,122,2.929,223.838,655.384,40.012,0,2.929,404.09,611.013,116.782,31.555,39.639,958.616,3.562,323.73,4.394,0,245,7.342,65.342,440.987
2024-09-01 17:40,122,2.562,226.897,581.253,38.105,0,2.562,369.842,584.796,113.955,31.594,39.74,958.621,3.965,307.045,4.719,0,245,7.342,65.342,403.612
2024-09-01 17:50,122,2.197,226.142,497.48,37.718,0,2.197,332.338,551.689,108.951,31.655,39.773,958.554,3.255,269.967,4.069,0,245,7.342,65.342,362.683
2024-09-01 18:00,122,1.87,226.136,423.103,36.327,0,1.87,297.306,519.985,104.582,31.594,39.679,958.52,3.549,333.29,4.369,0,245,7.342,65.342,324.453
2024-09-01 18:10,122,1.533,226,346.141,35.32,0,1.533,260.994,482.03,98.454,31.356,40.025,958.582,3.5,330.59,4.269,0,245,7.342,65.342,284.825
2024-09-01 18:20,122,1.169,219.758,257.063,34.576,0,1.169,225.176,441.181,91.397,31.206,40.63,958.617,3.612,306.719,4.134,0,245,7.342,65.342,245.737
2024-09-01 18:30,122,0.817,228.118,186.551,33.158,0,0.817,190.875,398.661,83.844,30.917,40.914,958.558,4.485,348.19,5.164,0,245,7.342,65.342,208.303
2024-09-01 18:40,122,0.59,224.89,132.264,31.337,0,0.59,156.716,347.918,75.204,30.43,41.858,958.623,3.925,326.51,4.869,0,245,7.342,65.342,171.026
2024-09-01 18:50,122,0.508,220.756,112.183,30.215,0,0.508,122.104,284.398,65.223,30.009,43.591,958.683,4.224,325.42,4.884,0,245,7.342,65.342,133.253
2024-09-01 19:00,122,0.366,216.302,79.465,29.255,0,0.366,89.691,218.653,54.04,29.752,44.537,958.796,4.044,338.19,4.749,0,245,7.342,65.342,97.881
2024-09-01 19:10,122,0.282,210.975,59.381,28.329,0,0.282,61.896,156.008,42.341,29.125,46.722,958.812,4.733,330.49,5.604,0,245,7.342,65.342,67.548
2024-09-01 19:20,122,0.207,206.999,42.742,27.609,0,0.207,38.242,94.479,29.704,28.6,48.345,958.936,4.615,331.32,5.574,0,245,7.342,65.342,41.734
2024-09-01 19:30,122,0.135,202.24,27.128,26.949,0,0.135,19.485,35.854,16.988,28.049,50.117,959.118,4.752,331.83,5.849,0,245,7.342,65.342,21.265
2024-09-01 19:40,122,0.068,194.792,13.014,26.237,0,0.068,5.835,0.124,5.323,27.563,51.908,959.228,4.273,330.68,5.149,0,245,7.342,65.342,6.368
2024-09-01 19:50,122,0.014,78.383,1.597,25.751,0,0.014,0.081,0,0.005,27.101,53.024,959.336,4.681,340.74,5.664,0,245,7.342,65.342,0.088
2024-09-01 20:00,122,0,30.822,0,25.187,0,0,0,0,0,26.665,54.797,959.498,4.344,338.59,5.174,0,245,7.342,65.342,0
2024-09-01 20:10,122,0,28.149,0,24.698,0,0,0,0,0,26.154,56.593,959.637,4.588,336.97,5.489,0,245,7.342,65.342,0
2024-09-01 20:20,122,0,17.357,0,24.323,0,0,0,0,0,25.712,58.218,959.679,5.027,344.99,5.949,0,245,7.342,65.342,0
2024-09-01 20:30,122,0,3.332,0,24.036,0,0,0,0,0,25.314,59.995,959.654,5.265,347.66,6.219,0,245,7.342,65.342,0
2024-09-01 20:40,122,0,0.403,0,23.648,0,0,0,0,0,24.845,62.053,959.692,5.613,349.1,6.689,0,245,7.342,65.342,0
2024-09-01 20:50,122,0,0.243,0,23.315,0,0,0,0,0,24.532,63.27,959.786,5.209,345.77,6.119,0,245,7.342,65.342,0
2024-09-01 21:00,122,0,0.235,0,23.037,0,0,0,0,0,24.145,64.882,959.908,5.72,314.662,6.554,0,245,7.342,65.342,0
2024-09-01 21:10,122,0,0.248,0,22.728,0,0,0,0,0,23.727,66.806,960.069,6.117,350.62,6.874,0,245,7.342,65.342,0
2024-09-01 21:20,122,0,0.282,0,22.402,0,0,0,0,0,23.353,68.6,960.241,6.124,352.03,7.084,0,245,7.342,65.342,0
2024-09-01 21:30,122,0,0.29,0,22.109,0,0,0,0,0,23.087,69.985,960.341,5.656,348.02,6.789,0,245,7.342,65.342,0
2024-09-01 21:40,122,0,0.29,0,21.932,0,0,0,0,0,22.865,71.082,960.416,6.083,351.14,7.208,0,245,7.342,65.342,0
2024-09-01 21:50,122,0,0.29,0,21.686,0,0,0,0,0,22.505,72.718,960.547,6.387,352.06,7.329,0,245,7.342,65.342,0
2024-09-01 22:00,122,0,0.29,0,21.33,0,0,0,0,0,22.14,74.313,960.627,6.243,353.16,7.093,0,245,7.342,65.342,0
2024-09-01 22:10,122,0,0.29,0,21.059,0,0,0,0,0,21.782,75.867,960.723,6.465,352.42,7.423,0,245,7.342,65.342,0
2024-09-01 22:20,122,0,0.29,0,20.817,0,0,0,0,0,21.508,77.085,960.83,6.805,317.754,7.713,0,245,7.342,65.342,0
2024-09-01 22:30,122,0,0.294,0,20.595,0,0,0,0,0,21.356,77.79,960.899,6.239,351.05,7.224,0,245,7.342,65.342,0
2024-09-01 22:40,122,0,0.305,0,20.485,0,0,0,0,0,21.222,78.43,960.841,6.513,318.119,7.593,0,245,7.342,65.342,0
2024-09-01 22:50,122,0,0.334,0,20.334,0,0,0,0,0,21.06,79.322,960.866,6.624,353.36,7.563,0,245,7.342,65.342,0
2024-09-01 23:00,122,0,0.332,0,20.15,0,0,0,0,0,20.856,80.34,960.857,6.29,352,7.099,0,245,7.342,65.342,0
2024-09-01 23:10,122,0,0.341,0,20.049,0,0,0,0,0,20.717,80.97,960.853,6.125,351.83,6.929,0,245,7.342,65.342,0
2024-09-01 23:20,122,0,0.353,0,19.919,0,0,0,0,0,20.643,81.35,960.778,5.239,319.198,6.224,0,245,7.342,65.342,0
2024-09-01 23:30,122,0,0.38,0,19.951,0,0,0,0,0,20.598,81.57,960.782,4.962,179.972,5.744,0,245,7.342,65.342,0
2024-09-01 23:40,122,0,0.349,0,19.886,0,0,0,0,0,20.577,81.83,960.775,5.455,320.09,6.269,0,245,7.342,65.342,0
2024-09-01 23:50,122,0,0.364,0,19.869,0,0,0,0,0,20.554,82.04,960.757,4.65,285.51,5.309,0,245,7.342,65.342,0
2024-09-02 00:00,122,0,0.401,0,19.749,0,0,0,0,0,20.52,82.32,960.785,4.553,213.069,5.469,0,245,7.342,65.342,0
2024-09-02 00:10,122,0,0.403,0,19.743,0,0,0,0,0,20.431,82.69,960.758,4.439,145.229,5.154,0,245,7.342,65.342,0
2024-09-02 00:20,122,0,0.398,0,19.664,0,0,0,0,0,20.328,82.85,960.744,5.128,321.719,5.739,0,245,7.342,65.342,0
2024-09-02 00:30,122,0,0.416,0,19.571,0,0,0,0,0,20.269,83.08,960.625,4.53,355.22,5.299,0,245,7.342,65.342,0
2024-09-02 00:40,122,0,0.432,0,19.439,0,0,0,0,0,20.239,83.19,960.548,4.633,353.76,5.199,0,245,7.342,65.342,0
2024-09-02 00:50,122,0,0.4,0,19.503,0,0,0,0,0,20.276,82.91,960.438,4.269,250.243,4.839,0,246,6.958,64.958,0
2024-09-02 01:00,122,0,0.42,0,19.475,0,0,0,0,0,20.227,82.99,960.431,4.434,214.108,5.099,0,246,6.958,64.958,0
2024-09-02 01:10,122,0,0.441,0,19.468,0,0,0,0,0,20.189,83.22,960.371,4.027,72.97,4.729,0,246,6.958,64.958,0
2024-09-02 01:20,122,0,0.448,0,19.351,0,0,0,0,0,20.133,83.46,960.428,4.206,7.55,4.949,0,246,6.958,64.958,0
2024-09-02 01:30,122,0,0.484,0,19.303,0,0,0,0,0,20.117,83.62,960.509,3.272,42.889,3.859,0,246,6.958,64.958,0
2024-09-02 01:40,122,0,0.488,0,19.125,0,0,0,0,0,20.112,83.68,960.505,3.039,44.942,3.614,0,246,6.958,64.958,0
2024-09-02 01:50,122,0,0.507,0,19.095,0,0,0,0,0,20.097,83.71,960.415,3.199,41.106,3.774,0,246,6.958,64.958,0
2024-09-02 02:00,122,0,0.526,0,19.076,0,0,0,0,0,20.076,83.71,960.314,2.93,217.322,3.494,0,246,6.958,64.958,0
2024-09-02 02:10,122,0,0.512,0,18.932,0,0,0,0,0,20.022,83.87,960.22,2.55,214.417,3.114,0,246,6.958,64.958,0
2024-09-02 02:20,122,0,0.507,0,18.887,0,0,0,0,0,19.965,83.97,960.14,2.384,180.797,2.904,0,246,6.958,64.958,0
2024-09-02 02:30,122,0,0.5,0,18.877,0,0,0,0,0,19.946,84.08,960.052,2.546,214.068,3.094,0,246,6.958,64.958,0
2024-09-02 02:40,122,0,0.508,0,18.901,0,0,0,0,0,19.965,83.96,960.001,3.198,285.084,3.814,0,246,6.958,64.958,0
2024-09-02 02:50,122,0,0.543,0,18.685,0,0,0,0,0,19.889,84.06,960.006,2.828,283.515,3.369,0,246,6.958,64.958,0
2024-09-02 03:00,122,0,0.546,0,18.576,0,0,0,0,0,19.78,84.43,959.873,2.804,352.42,3.304,0,246,6.958,64.958,0
2024-09-02 03:10,122,0,0.551,0,18.521,0,0,0,0,0,19.698,84.81,959.8,3.157,354.62,3.684,0,246,6.958,64.958,0
2024-09-02 03:20,122,0,0.559,0,18.549,0,0,0,0,0,19.619,85.25,959.649,3.799,317.665,4.364,0,246,6.958,64.958,0
2024-09-02 03:30,122,0,0.567,0,18.578,0,0,0,0,0,19.593,85.44,959.505,3.479,349.68,4.174,0,246,6.958,64.958,0
2024-09-02 03:40,122,0,0.57,0,18.482,0,0,0,0,0,19.524,85.77,959.508,3.707,351.05,4.489,0,246,6.958,64.958,0
2024-09-02 03:50,122,0,0.57,0,18.442,0,0,0,0,0,19.421,86.32,959.531,3.949,316.906,4.574,0,246,6.958,64.958,0
2024-09-02 04:00,122,0,0.57,0,18.36,0,0,0,0,0,19.348,86.68,959.425,3.927,318.162,4.464,0,246,6.958,64.958,0
2024-09-02 04:10,122,0,0.57,0,18.235,0,0,0,0,0,19.318,86.8,959.37,3.6,353.15,4.169,0,246,6.958,64.958,0
2024-09-02 04:20,122,0,0.57,0,18.252,0,0,0,0,0,19.31,86.89,959.295,3.98,348.73,4.679,0,246,6.958,64.958,0
2024-09-02 04:30,122,0,0.574,0,18.252,0,0,0,0,0,19.251,87.11,959.297,3.609,349.18,4.239,0,246,6.958,64.958,0
2024-09-02 04:40,122,0,0.574,0,18.121,0,0,0,0,0,19.196,87.46,959.268,3.949,349.11,4.599,0,246,6.958,64.958,0
2024-09-02 04:50,122,0,0.579,0,18.086,0,0,0,0,0,19.156,87.66,959.255,3.638,349.9,4.439,0,246,6.958,64.958,0
2024-09-02 05:00,122,0,0.586,0,17.982,0,0,0,0,0,19.111,87.94,959.255,3.565,351.06,4.094,0,246,6.958,64.958,0
2024-09-02 05:10,122,0,0.595,0,17.989,0,0,0,0,0,19.06,88.19,959.291,3.327,315.826,3.874,0,246,6.958,64.958,0
2024-09-02 05:20,122,0,0.586,0,17.858,0,0,0,0,0,19.025,88.37,959.259,3.066,353.66,3.659,0,246,6.958,64.958,0
2024-09-02 05:30,122,0,0.613,0,17.758,0,0,0,0,0,18.99,88.52,959.271,2.992,353.07,3.444,0,246,6.958,64.958,0
2024-09-02 05:40,122,0,0.648,0,17.689,0,0,0,0,0,18.972,88.72,959.309,2.77,314.864,3.304,0,246,6.958,64.958,0
2024-09-02 05:50,122,0,0.677,0,17.676,0,0,0,0,0,18.946,88.81,959.322,2.786,248.884,3.244,0,246,6.958,64.958,0
2024-09-02 06:00,122,0,0.778,0,17.659,0,0,0,0,0,18.922,88.94,959.438,2.091,75.378,2.624,0,246,6.958,64.958,0
2024-09-02 06:10,122,0,0.876,0,17.548,0,0,0,0,0,18.876,89.09,959.436,2.03,20.225,2.589,0,246,6.958,64.958,0
2024-09-02 06:20,122,0,1.86,0,17.263,0,0,0,0,0,18.815,89.22,959.38,0.972,23.188,1.307,0,246,6.958,64.958,0
2024-09-02 06:30,122,0,12.362,0,17.15,0,0,0,0,0,18.757,89.3,959.429,1.042,19.526,1.294,0,246,6.958,64.958,0
